Pale;Alpha;x;y;z;Lutning;L;Insp;Emodul;Gmodul;Area;Ix;kv;bx;by;kd;Le;LastId;N;Mx;My;Mmax;ZMmax;Teta;T;Vx;Vy;Vmax;ZVmax;dx;dy;dz;rx;ry;rz;krddz;δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;11;859,70;0,00;0,00;25,53;0,00;0,00;0,00;0,72;-39,39;39,40;0,00;0,15;-8,43;7,15;0,00;0,00;0,00;0,50;0,15;0,12;0,08;0,05;0,03;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-8,43;-6,39;-4,53;-2,97;-1,73;-0,81;-0,17;0,23;0,46;0,55;0,56;0,51;0,43;0,34;0,25;0,18;0,11;0,06;0,03;0,00;-0,01;-0,02;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;0,00;-15,23;-23,08;-25,66;-24,80;-21,91;-18,06;-13,99;-10,17;-6,87;-4,21;-2,18;-0,73;0,22;0,78;1,05;1,11;1,04;0,90;0,73;0,56;0,40;0,26;0,15;0,07;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;0,00;-0,28;-0,42;-0,47;-0,45;-0,40;-0,33;-0,26;-0,19;-0,13;-0,08;-0,04;-0,01;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;12;612,71;0,00;0,00;42,41;0,00;0,00;0,00;19,46;-62,48;65,45;0,00;4,16;-13,37;5,09;0,00;0,00;0,00;0,50;4,16;3,16;2,24;1,47;0,85;0,40;0,08;-0,12;-0,23;-0,27;-0,28;-0,25;-0,21;-0,17;-0,12;-0,09;-0,06;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;-13,37;-10,13;-7,19;-4,70;-2,74;-1,28;-0,27;0,37;0,73;0,88;0,89;0,81;0,68;0,54;0,40;0,28;0,18;0,10;0,04;0,00;-0,02;-0,03;-0,04;-0,04;-0,03;-0,03;-0,02;-0,02;-0,01;-0,01;0,00;0,00;-24,16;-36,60;-40,71;-39,34;-34,75;-28,65;-22,19;-16,14;-10,90;-6,67;-3,45;-1,16;0,35;1,24;1,66;1,76;1,66;1,43;1,16;0,88;0,63;0,42;0,25;0,12;0,03;-0,03;-0,06;-0,07;-0,08;-0,07;0,00;-7,52;-11,40;-12,68;-12,25;-10,82;-8,92;-6,91;-5,03;-3,40;-2,08;-1,08;-0,36;0,11;0,39;0,52;0,55;0,52;0,45;0,36;0,28;0,20;0,13;0,08;0,04;0,01;-0,01;-0,02;-0,02;-0,02;-0,02;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;13;815,06;0,00;0,00;30,73;0,00;0,00;0,00;8,77;-46,61;47,43;0,00;1,88;-9,98;6,77;0,00;0,00;0,00;0,50;1,88;1,42;1,01;0,66;0,38;0,18;0,04;-0,05;-0,10;-0,12;-0,12;-0,11;-0,10;-0,08;-0,06;-0,04;-0,02;-0,01;-0,01;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-9,98;-7,56;-5,36;-3,51;-2,05;-0,96;-0,20;0,28;0,54;0,66;0,66;0,60;0,51;0,40;0,30;0,21;0,13;0,07;0,03;0,00;-0,02;-0,03;-0,03;-0,03;-0,02;-0,02;-0,02;-0,01;-0,01;0,00;0,00;0,00;-18,02;-27,30;-30,37;-29,35;-25,93;-21,37;-16,55;-12,04;-8,13;-4,98;-2,58;-0,87;0,26;0,92;1,24;1,31;1,24;1,07;0,87;0,66;0,47;0,31;0,18;0,09;0,02;-0,02;-0,04;-0,06;-0,06;-0,05;0,00;-3,39;-5,14;-5,71;-5,52;-4,88;-4,02;-3,11;-2,26;-1,53;-0,94;-0,48;-0,16;0,05;0,17;0,23;0,25;0,23;0,20;0,16;0,12;0,09;0,06;0,03;0,02;0,00;0,00;-0,01;-0,01;-0,01;-0,01;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;14;434,33;0,00;0,00;51,46;0,00;0,00;0,00;30,10;-73,49;79,41;0,00;6,44;-15,73;3,61;0,00;0,00;0,00;0,50;6,44;4,88;3,46;2,27;1,32;0,62;0,13;-0,18;-0,35;-0,42;-0,43;-0,39;-0,33;-0,26;-0,19;-0,13;-0,09;-0,05;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;-15,73;-11,91;-8,45;-5,53;-3,23;-1,51;-0,32;0,44;0,86;1,03;1,04;0,95;0,80;0,63;0,47;0,33;0,21;0,12;0,05;0,00;-0,03;-0,04;-0,05;-0,04;-0,04;-0,03;-0,03;-0,02;-0,01;-0,01;0,00;0,00;-28,41;-43,05;-47,88;-46,27;-40,87;-33,69;-26,10;-18,98;-12,82;-7,85;-4,06;-1,37;0,41;1,45;1,95;2,07;1,95;1,69;1,36;1,04;0,74;0,49;0,29;0,14;0,03;-0,03;-0,07;-0,09;-0,09;-0,08;0,00;-11,64;-17,63;-19,61;-18,95;-16,74;-13,80;-10,69;-7,77;-5,25;-3,21;-1,66;-0,56;0,17;0,60;0,80;0,85;0,80;0,69;0,56;0,43;0,30;0,20;0,12;0,06;0,01;-0,01;-0,03;-0,04;-0,04;-0,03;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;15;897,72;0,00;0,00;24,07;0,00;0,00;0,00;1,52;-37,11;37,14;0,00;0,33;-7,94;7,46;0,00;0,00;0,00;0,50;0,33;0,25;0,17;0,11;0,07;0,03;0,01;-0,01;-0,02;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-7,94;-6,02;-4,27;-2,79;-1,63;-0,76;-0,16;0,22;0,43;0,52;0,53;0,48;0,40;0,32;0,24;0,17;0,11;0,06;0,02;0,00;-0,01;-0,02;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;0,00;-14,35;-21,74;-24,18;-23,37;-20,64;-17,01;-13,18;-9,58;-6,48;-3,96;-2,05;-0,69;0,21;0,73;0,99;1,05;0,98;0,85;0,69;0,52;0,37;0,25;0,15;0,07;0,02;-0,02;-0,04;-0,04;-0,04;-0,04;0,00;-0,59;-0,89;-0,99;-0,96;-0,84;-0,70;-0,54;-0,39;-0,27;-0,16;-0,08;-0,03;0,01;0,03;0,04;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;16;406,22;0,00;0,00;57,99;0,00;0,00;0,00;38,92;-80,59;89,49;0,00;8,33;-17,25;3,38;0,00;0,00;0,00;0,50;8,33;6,31;4,48;2,93;1,71;0,80;0,17;-0,23;-0,45;-0,55;-0,55;-0,50;-0,42;-0,34;-0,25;-0,17;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;-17,25;-13,06;-9,27;-6,07;-3,54;-1,66;-0,35;0,48;0,94;1,13;1,14;1,04;0,88;0,69;0,52;0,36;0,23;0,13;0,05;0,00;-0,03;-0,04;-0,05;-0,05;-0,04;-0,04;-0,03;-0,02;-0,01;-0,01;0,00;0,00;-31,16;-47,21;-52,50;-50,74;-44,82;-36,95;-28,62;-20,81;-14,06;-8,61;-4,46;-1,50;0,45;1,60;2,14;2,27;2,14;1,85;1,50;1,14;0,81;0,54;0,32;0,15;0,04;-0,04;-0,08;-0,10;-0,10;-0,09;0,00;-15,05;-22,80;-25,36;-24,50;-21,65;-17,84;-13,82;-10,05;-6,79;-4,16;-2,15;-0,72;0,22;0,77;1,03;1,10;1,03;0,89;0,72;0,55;0,39;0,26;0,15;0,07;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;17;583,20;0,00;0,00;57,94;0,00;0,00;0,00;38,19;-80,85;89,42;0,00;8,17;-17,30;4,85;0,00;0,00;0,00;0,50;8,17;6,19;4,39;2,88;1,68;0,78;0,17;-0,23;-0,45;-0,54;-0,54;-0,49;-0,42;-0,33;-0,25;-0,17;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;-17,30;-13,11;-9,30;-6,09;-3,55;-1,66;-0,35;0,48;0,94;1,14;1,15;1,04;0,88;0,70;0,52;0,36;0,23;0,13;0,05;0,00;-0,03;-0,04;-0,05;-0,05;-0,04;-0,04;-0,03;-0,02;-0,01;-0,01;0,00;0,00;-31,26;-47,36;-52,67;-50,90;-44,97;-37,07;-28,71;-20,88;-14,11;-8,63;-4,47;-1,50;0,45;1,60;2,15;2,28;2,14;1,85;1,50;1,14;0,82;0,54;0,32;0,15;0,04;-0,04;-0,08;-0,10;-0,10;-0,09;0,00;-14,77;-22,37;-24,88;-24,04;-21,24;-17,51;-13,56;-9,86;-6,67;-4,08;-2,11;-0,71;0,21;0,76;1,02;1,08;1,01;0,88;0,71;0,54;0,39;0,25;0,15;0,07;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;18;129,19;0,00;0,00;92,32;0,00;0,00;0,00;69,74;-124,23;142,47;0,00;14,92;-26,59;1,07;0,00;0,00;0,00;0,50;14,92;11,31;8,02;5,25;3,06;1,43;0,30;-0,42;-0,81;-0,98;-0,99;-0,90;-0,76;-0,60;-0,45;-0,31;-0,20;-0,11;-0,05;0,00;0,02;0,04;0,04;0,04;0,04;0,03;0,02;0,02;0,01;0,01;0,00;-26,59;-20,14;-14,29;-9,35;-5,45;-2,55;-0,54;0,74;1,45;1,75;1,76;1,60;1,35;1,07;0,80;0,55;0,35;0,20;0,08;0,01;-0,04;-0,07;-0,08;-0,07;-0,07;-0,06;-0,04;-0,03;-0,02;-0,01;-0,01;0,00;-48,03;-72,77;-80,94;-78,21;-69,10;-56,95;-44,12;-32,08;-21,68;-13,27;-6,87;-2,31;0,69;2,46;3,30;3,50;3,29;2,85;2,31;1,76;1,25;0,83;0,49;0,23;0,06;-0,06;-0,12;-0,15;-0,15;-0,14;0,00;-26,96;-40,85;-45,44;-43,90;-38,79;-31,97;-24,77;-18,01;-12,17;-7,45;-3,86;-1,30;0,39;1,38;1,85;1,97;1,85;1,60;1,30;0,99;0,70;0,46;0,27;0,13;0,03;-0,03;-0,07;-0,08;-0,08;-0,08;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;19;707,06;0,00;0,00;37,21;0,00;0,00;0,00;19,81;-53,89;57,42;0,00;4,24;-11,53;5,88;0,00;0,00;0,00;0,50;4,24;3,21;2,28;1,49;0,87;0,41;0,09;-0,12;-0,23;-0,28;-0,28;-0,26;-0,22;-0,17;-0,13;-0,09;-0,06;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;-11,53;-8,74;-6,20;-4,06;-2,37;-1,11;-0,23;0,32;0,63;0,76;0,76;0,69;0,59;0,46;0,35;0,24;0,15;0,09;0,04;0,00;-0,02;-0,03;-0,03;-0,03;-0,03;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;-20,84;-31,57;-35,11;-33,93;-29,97;-24,71;-19,14;-13,92;-9,40;-5,76;-2,98;-1,00;0,30;1,07;1,43;1,52;1,43;1,24;1,00;0,76;0,54;0,36;0,21;0,10;0,03;-0,02;-0,05;-0,06;-0,07;-0,06;0,00;-7,66;-11,60;-12,90;-12,47;-11,02;-9,08;-7,03;-5,11;-3,46;-2,12;-1,10;-0,37;0,11;0,39;0,53;0,56;0,52;0,45;0,37;0,28;0,20;0,13;0,08;0,04;0,01;-0,01;-0,02;-0,02;-0,02;-0,02;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;20;775,34;0,00;0,00;23,11;0,00;0,00;0,00;2,66;-35,57;35,67;0,00;0,57;-7,61;6,44;0,00;0,00;0,00;0,50;0,57;0,43;0,31;0,20;0,12;0,05;0,01;-0,02;-0,03;-0,04;-0,04;-0,03;-0,03;-0,02;-0,02;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-7,61;-5,77;-4,09;-2,68;-1,56;-0,73;-0,15;0,21;0,42;0,50;0,50;0,46;0,39;0,31;0,23;0,16;0,10;0,06;0,02;0,00;-0,01;-0,02;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;0,00;-13,75;-20,83;-23,17;-22,39;-19,78;-16,31;-12,63;-9,18;-6,21;-3,80;-1,97;-0,66;0,20;0,70;0,95;1,00;0,94;0,82;0,66;0,50;0,36;0,24;0,14;0,07;0,02;-0,02;-0,03;-0,04;-0,04;-0,04;0,00;-1,03;-1,56;-1,74;-1,68;-1,48;-1,22;-0,95;-0,69;-0,46;-0,28;-0,15;-0,05;0,01;0,05;0,07;0,08;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;21;1031,58;0,00;0,00;13,96;0,00;0,00;0,00;-19,62;-8,92;21,55;0,00;-4,20;-1,91;8,57;0,00;0,00;0,00;0,50;-4,20;-3,18;-2,26;-1,48;-0,86;-0,40;-0,09;0,12;0,23;0,28;0,28;0,25;0,21;0,17;0,13;0,09;0,06;0,03;0,01;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;-1,91;-1,45;-1,03;-0,67;-0,39;-0,18;-0,04;0,05;0,10;0,13;0,13;0,11;0,10;0,08;0,06;0,04;0,03;0,01;0,01;0,00;0,00;0,00;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-3,45;-5,22;-5,81;-5,62;-4,96;-4,09;-3,17;-2,30;-1,56;-0,95;-0,49;-0,17;0,05;0,18;0,24;0,25;0,24;0,20;0,17;0,13;0,09;0,06;0,04;0,02;0,00;0,00;-0,01;-0,01;-0,01;-0,01;0,00;7,58;11,49;12,78;12,35;10,91;8,99;6,97;5,07;3,42;2,09;1,08;0,36;-0,11;-0,39;-0,52;-0,55;-0,52;-0,45;-0,36;-0,28;-0,20;-0,13;-0,08;-0,04;-0,01;0,01;0,02;0,02;0,02;0,02;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;22;822,34;0,00;0,00;18,66;0,00;0,00;0,00;-3,84;-28,54;28,80;0,00;-0,82;-6,11;6,83;0,00;0,00;0,00;0,50;-0,82;-0,62;-0,44;-0,29;-0,17;-0,08;-0,02;0,02;0,04;0,05;0,05;0,05;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-6,11;-4,63;-3,28;-2,15;-1,25;-0,59;-0,12;0,17;0,33;0,40;0,40;0,37;0,31;0,25;0,18;0,13;0,08;0,05;0,02;0,00;-0,01;-0,02;-0,02;-0,02;-0,02;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;-11,04;-16,72;-18,59;-17,97;-15,87;-13,08;-10,14;-7,37;-4,98;-3,05;-1,58;-0,53;0,16;0,56;0,76;0,80;0,76;0,65;0,53;0,40;0,29;0,19;0,11;0,05;0,01;-0,01;-0,03;-0,03;-0,03;-0,03;0,00;1,48;2,25;2,50;2,42;2,14;1,76;1,36;0,99;0,67;0,41;0,21;0,07;-0,02;-0,08;-0,10;-0,11;-0,10;-0,09;-0,07;-0,05;-0,04;-0,03;-0,02;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;23;793,15;0,00;0,00;60,76;0,00;0,00;0,00;33,42;-87,61;93,77;0,00;7,15;-18,75;6,59;0,00;0,00;0,00;0,50;7,15;5,42;3,84;2,52;1,47;0,69;0,15;-0,20;-0,39;-0,47;-0,47;-0,43;-0,36;-0,29;-0,21;-0,15;-0,09;-0,05;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;-18,75;-14,20;-10,08;-6,60;-3,85;-1,80;-0,38;0,52;1,02;1,23;1,24;1,13;0,95;0,75;0,56;0,39;0,25;0,14;0,06;0,00;-0,03;-0,05;-0,05;-0,05;-0,05;-0,04;-0,03;-0,02;-0,02;-0,01;0,00;0,00;-33,87;-51,32;-57,08;-55,16;-48,73;-40,16;-31,11;-22,62;-15,29;-9,36;-4,84;-1,63;0,49;1,73;2,33;2,47;2,32;2,01;1,63;1,24;0,88;0,58;0,34;0,17;0,04;-0,04;-0,08;-0,10;-0,11;-0,10;0,00;-12,92;-19,58;-21,77;-21,04;-18,59;-15,32;-11,87;-8,63;-5,83;-3,57;-1,85;-0,62;0,19;0,66;0,89;0,94;0,89;0,77;0,62;0,47;0,34;0,22;0,13;0,06;0,02;-0,02;-0,03;-0,04;-0,04;-0,04;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;24;443,83;0,00;0,00;85,82;0,00;0,00;0,00;52,20;-121,72;132,44;0,00;11,17;-26,05;3,69;0,00;0,00;0,00;0,50;11,17;8,46;6,00;3,93;2,29;1,07;0,23;-0,31;-0,61;-0,73;-0,74;-0,67;-0,57;-0,45;-0,33;-0,23;-0,15;-0,08;-0,03;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;-26,05;-19,73;-14,00;-9,16;-5,34;-2,50;-0,53;0,73;1,42;1,71;1,73;1,57;1,32;1,05;0,78;0,54;0,35;0,19;0,08;0,01;-0,04;-0,07;-0,08;-0,07;-0,07;-0,05;-0,04;-0,03;-0,02;-0,01;-0,01;0,00;-47,06;-71,30;-79,30;-76,63;-67,70;-55,80;-43,23;-31,43;-21,24;-13,00;-6,73;-2,26;0,68;2,41;3,24;3,43;3,22;2,79;2,26;1,72;1,23;0,81;0,48;0,23;0,06;-0,05;-0,12;-0,14;-0,15;-0,13;0,00;-20,18;-30,58;-34,01;-32,86;-29,03;-23,93;-18,54;-13,48;-9,11;-5,57;-2,89;-0,97;0,29;1,03;1,39;1,47;1,38;1,20;0,97;0,74;0,53;0,35;0,21;0,10;0,02;-0,02;-0,05;-0,06;-0,06;-0,06;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;25;1073,50;0,00;0,00;12,82;0,00;0,00;0,00;-18,72;-6,40;19,79;0,00;-4,01;-1,37;8,92;0,00;0,00;0,00;0,50;-4,01;-3,03;-2,15;-1,41;-0,82;-0,38;-0,08;0,11;0,22;0,26;0,27;0,24;0,20;0,16;0,12;0,08;0,05;0,03;0,01;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;-1,37;-1,04;-0,74;-0,48;-0,28;-0,13;-0,03;0,04;0,07;0,09;0,09;0,08;0,07;0,06;0,04;0,03;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-2,48;-3,75;-4,17;-4,03;-3,56;-2,94;-2,27;-1,65;-1,12;-0,68;-0,35;-0,12;0,04;0,13;0,17;0,18;0,17;0,15;0,12;0,09;0,06;0,04;0,03;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;0,00;7,24;10,97;12,20;11,79;10,41;8,58;6,65;4,83;3,27;2,00;1,04;0,35;-0,10;-0,37;-0,50;-0,53;-0,50;-0,43;-0,35;-0,26;-0,19;-0,12;-0,07;-0,04;-0,01;0,01;0,02;0,02;0,02;0,02;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;26;392,27;0,00;0,00;60,16;0,00;0,00;0,00;40,57;-83,50;92,84;0,00;8,68;-17,87;3,26;0,00;0,00;0,00;0,50;8,68;6,58;4,67;3,05;1,78;0,83;0,18;-0,24;-0,47;-0,57;-0,58;-0,52;-0,44;-0,35;-0,26;-0,18;-0,12;-0,06;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;-17,87;-13,54;-9,60;-6,29;-3,67;-1,72;-0,36;0,50;0,98;1,17;1,18;1,08;0,91;0,72;0,54;0,37;0,24;0,13;0,06;0,00;-0,03;-0,05;-0,05;-0,05;-0,04;-0,04;-0,03;-0,02;-0,01;-0,01;0,00;0,00;-32,29;-48,91;-54,40;-52,57;-46,44;-38,28;-29,65;-21,56;-14,57;-8,92;-4,62;-1,55;0,47;1,65;2,22;2,35;2,21;1,91;1,55;1,18;0,84;0,56;0,33;0,16;0,04;-0,04;-0,08;-0,10;-0,10;-0,09;0,00;-15,69;-23,77;-26,43;-25,54;-22,57;-18,60;-14,41;-10,48;-7,08;-4,33;-2,24;-0,75;0,23;0,80;1,08;1,14;1,07;0,93;0,75;0,57;0,41;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;27;378,20;0,00;0,00;101,43;0,00;0,00;0,00;76,00;-136,85;156,53;0,00;16,26;-29,29;3,14;0,00;0,00;0,00;0,50;16,26;12,32;8,74;5,72;3,34;1,56;0,33;-0,45;-0,89;-1,07;-1,08;-0,98;-0,83;-0,65;-0,49;-0,34;-0,22;-0,12;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,03;0,03;0,02;0,01;0,01;0,00;-29,29;-22,18;-15,74;-10,30;-6,01;-2,81;-0,59;0,82;1,60;1,92;1,94;1,76;1,49;1,18;0,88;0,61;0,39;0,22;0,09;0,01;-0,05;-0,07;-0,08;-0,08;-0,07;-0,06;-0,05;-0,03;-0,02;-0,01;-0,01;0,00;-52,91;-80,16;-89,16;-86,15;-76,11;-62,74;-48,60;-35,34;-23,88;-14,61;-7,57;-2,54;0,76;2,71;3,64;3,86;3,63;3,14;2,54;1,94;1,38;0,91;0,54;0,26;0,06;-0,06;-0,13;-0,16;-0,17;-0,15;0,00;-29,38;-44,52;-49,51;-47,84;-42,27;-34,84;-26,99;-19,63;-13,26;-8,12;-4,20;-1,41;0,42;1,50;2,02;2,14;2,01;1,74;1,41;1,07;0,77;0,51;0,30;0,14;0,04;-0,03;-0,07;-0,09;-0,09;-0,08;
1;270,00;11,05;-5,05;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;28;77,41;0,00;0,00;137,31;0,00;0,00;0,00;100,52;-186,54;211,90;0,00;21,51;-39,92;0,64;0,00;0,00;0,00;0,50;21,51;16,30;11,56;7,57;4,41;2,07;0,44;-0,60;-1,17;-1,41;-1,42;-1,30;-1,09;-0,87;-0,64;-0,45;-0,29;-0,16;-0,07;0,00;0,03;0,05;0,06;0,06;0,05;0,04;0,03;0,03;0,02;0,01;0,01;-39,92;-30,24;-21,45;-14,05;-8,19;-3,83;-0,81;1,11;2,18;2,62;2,64;2,40;2,03;1,61;1,20;0,83;0,53;0,30;0,12;0,01;-0,06;-0,10;-0,12;-0,11;-0,10;-0,08;-0,06;-0,05;-0,03;-0,02;-0,01;0,00;-72,12;-109,27;-121,53;-117,44;-103,75;-85,52;-66,24;-48,17;-32,55;-19,92;-10,31;-3,47;1,04;3,69;4,96;5,26;4,94;4,28;3,46;2,64;1,88;1,24;0,73;0,35;0,09;-0,08;-0,18;-0,22;-0,23;-0,21;0,00;-38,87;-58,88;-65,49;-63,29;-55,91;-46,09;-35,70;-25,96;-17,54;-10,73;-5,56;-1,87;0,56;1,99;2,67;2,83;2,66;2,31;1,87;1,42;1,01;0,67;0,40;0,19;0,05;-0,05;-0,10;-0,12;-0,12;-0,11;
